Smiles	tag 
C1[C@@H]([C@H]([C@@H](O1)O[H])O)O[C@@H](C)CO	omega_38055
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)O[C@@H](C)CO	omega_38055
C1(=C([C@H](OC1)O)O[H])C(=O)CCO	omega_85275
C1(=C([C@H](OC1)O)N([H])[H])C(=O)CCO	omega_85275
[C@H]1([C@H]([C@@H](O[C@H]1C)O[H])O)OCCO	omega_48961
[C@H]1([C@H]([C@@H](O[C@H]1C)N([H])[H])O)OCCO	omega_48961
C=C([C@@H]([C@@H](COC(=O)C)O)O)O[H]	omega_94795
C=C([C@@H]([C@@H](COC(=O)C)O)O)N([H])[H]	omega_94795
C1(=C([C@H]([C@@H]([C@@H]1O)O)O)O[H])CC=O	omega_2440
C1(=C([C@H]([C@@H]([C@@H]1O)O)O)N([H])[H])CC=O	omega_2440
C(=O)[C@H]1C[C@H]([C@@H]([C@]1(C)O)O)O[H]	omega_56235
C(=O)[C@H]1C[C@H]([C@@H]([C@]1(C)O)O)N([H])[H]	omega_56235
C(=C\C[C@H]([C@@H](CO)O)O[H])/C(=O)O	omega_86931
C(=C\C[C@H]([C@@H](CO)O)N([H])[H])/C(=O)O	omega_86931
C(=O)[C@@H](C[C@@H]1[C@H]([C@H](CO1)O)O[H])O	omega_2223
C(=O)[C@@H](C[C@@H]1[C@H]([C@H](CO1)O)N([H])[H])O	omega_2223
C(=O)COCC[C@H]([C@H](CO[H])O)O	omega_78013
C(=O)COCC[C@H]([C@H](CN([H])[H])O)O	omega_78013
[C@H]1([C@H]([C@@H](O[C@H]1C)O[H])O)CCO	omega_62990
[C@H]1([C@H]([C@@H](O[C@H]1C)N([H])[H])O)CCO	omega_62990
C1(=C([C@H](OC1)O)O[H])C(=O)[C@H](C)O	omega_25777
C1(=C([C@H](OC1)O)N([H])[H])C(=O)[C@H](C)O	omega_25777
C1[C@H]([C@@H]([C@H]([C@@H]1OCOC)O)O[H])O	omega_9227
C1[C@H]([C@@H]([C@H]([C@@H]1OCOC)O)N([H])[H])O	omega_9227
C1=C(C(=O)O)CO[C@H]([C@@H](C1)O[H])O	omega_43125
C1=C(C(=O)O)CO[C@H]([C@@H](C1)N([H])[H])O	omega_43125
[C@H]1([C@H]([C@@H](O[C@@H]1C)O[H])O)OCCO	omega_48968
[C@H]1([C@H]([C@@H](O[C@@H]1C)N([H])[H])O)OCCO	omega_48968
C(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)O[H])CO)O	omega_29427
C(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])CO)O	omega_29427
C(=O)(C[C@@H]1[C@H]([C@H]([C@H](O1)O)C)O[H])O	omega_94581
C(=O)(C[C@@H]1[C@H]([C@H]([C@H](O1)O)C)N([H])[H])O	omega_94581
C1(=C)[C@@H]([C@@H](CC(=O)O)O[C@H]1O[H])O	omega_35578
C1(=C)[C@@H]([C@@H](CC(=O)O)O[C@H]1N([H])[H])O	omega_35578
C(=C\[C@H](CO)[C@H](OC)O[H])/C(=O)O	omega_62858
C(=C\[C@H](CO)[C@H](OC)N([H])[H])/C(=O)O	omega_62858
[C@@H]1([C@H]([C@@H](O[C@@H]1CCO)O[H])O)OC	omega_12062
[C@@H]1([C@H]([C@@H](O[C@@H]1CCO)N([H])[H])O)OC	omega_12062
C(=O)[C@@H]([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O[H])C	omega_77506
C(=O)[C@@H]([C@@H]1[C@H]([C@H]([C@H](O1)O)O)N([H])[H])C	omega_77506
C(=O)(C(CCOC)(CO)CO)O[H]	omega_14572
C(=O)(C(CCOC)(CO)CO)N([H])[H]	omega_14572
C(=C\[C@H]1[C@H](CO[C@@H]1O[H])O)\C(=O)O	omega_87550
C(=C\[C@H]1[C@H](CO[C@@H]1N([H])[H])O)\C(=O)O	omega_87550
C\1(=C/[C@@H](C=O)O)/[C@H](CO[C@@H]1O[H])O	omega_87714
C\1(=C/[C@@H](C=O)O)/[C@H](CO[C@@H]1N([H])[H])O	omega_87714
C\1(=C/C(=O)O)/CCO[C@@]1(CO)O[H]	omega_92739
C\1(=C/C(=O)O)/CCO[C@@]1(CO)N([H])[H]	omega_92739
[C@@H]1([C@H]([C@H](O[C@@H]1C[C@@H](C)O)O)O)O[H]	omega_20280
[C@@H]1([C@H]([C@H](O[C@@H]1C[C@@H](C)O)O)O)N([H])[H]	omega_20280
C(=O)[C@H]([C@H]1C[C@H]([C@@H]([C@@H]1O)O)O[H])O	omega_98603
C(=O)[C@H]([C@H]1C[C@H]([C@@H]([C@@H]1O)O)N([H])[H])O	omega_98603
C1(=O)[C@H]([C@@H]([C@@H]([C@H]1OCC)O)O)O[H]	omega_48238
C1(=O)[C@H]([C@@H]([C@@H]([C@H]1OCC)O)O)N([H])[H]	omega_48238
C1(=O)[C@@H]([C@@H]([C@@H](CCO)O1)O[H])O	omega_28651
C1(=O)[C@@H]([C@@H]([C@@H](CCO)O1)N([H])[H])O	omega_28651
C=C([C@H]([C@@H](CO)O)O[H])OCC=O	omega_20647
C=C([C@H]([C@@H](CO)O)N([H])[H])OCC=O	omega_20647
C1(=O)C[C@@H]([C@H]([C@H]1O)O[H])CCO	omega_8561
C1(=O)C[C@@H]([C@H]([C@H]1O)N([H])[H])CCO	omega_8561
C(=C(\CO)/[C@H](C(=O)O[H])O)/COC	omega_63324
C(=C(\CO)/[C@H](C(=O)N([H])[H])O)/COC	omega_63324
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)CO)C)O[H])O	omega_59965
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)CO)C)N([H])[H])O	omega_59965
C(=O)[C@@H]1[C@H]([C@H]([C@@H]([C@H](C)O1)O[H])O)O	omega_88854
C(=O)[C@@H]1[C@H]([C@H]([C@@H]([C@H](C)O1)N([H])[H])O)O	omega_88854
C1(=C)[C@H]([C@@H](O[C@@H]1CC(=O)O)O[H])O	omega_30534
C1(=C)[C@H]([C@@H](O[C@@H]1CC(=O)O)N([H])[H])O	omega_30534
[C@@H]1([C@H]([C@@H](O[C@@H]1CO)O[H])O)O	omega_3518
[C@@H]1([C@H]([C@@H](O[C@@H]1CO)N([H])[H])O)O	omega_3518
C\1(=C/CO)/CO[C@H]([C@@H]1O)O[H]	omega_16169
C\1(=C/CO)/CO[C@H]([C@@H]1O)N([H])[H]	omega_16169
C(=O)[C@@H]1C[C@H]([C@H]([C@H]1C(=O)O[H])O)O	omega_75223
C(=O)[C@@H]1C[C@H]([C@H]([C@H]1C(=O)N([H])[H])O)O	omega_75223
C1[C@@H](O[C@@](CCO)(CO)O1)O[H]	omega_50920
C1[C@@H](O[C@@](CCO)(CO)O1)N([H])[H]	omega_50920
C(=C\[C@@H]1[C@H]([C@@H](CO1)O[H])O)/C(=O)O	omega_10228
C(=C\[C@@H]1[C@H]([C@@H](CO1)N([H])[H])O)/C(=O)O	omega_10228
[C@@H]1([C@@H]([C@@H]([C@H]([C@@H]1O)OCC)O)O)O[H]	omega_440
[C@@H]1([C@@H]([C@@H]([C@H]([C@@H]1O)OCC)O)O)N([H])[H]	omega_440
C1(=C)[C@@H]([C@H]([C@@H](O1)O[H])O)OCCO	omega_16969
C1(=C)[C@@H]([C@H]([C@@H](O1)N([H])[H])O)OCCO	omega_16969
C(=O)[C@@H]([C@@]1(C[C@H]([C@@H](O1)O[H])O)C)O	omega_41210
C(=O)[C@@H]([C@@]1(C[C@H]([C@@H](O1)N([H])[H])O)C)O	omega_41210
C1(=C)C[C@H]([C@H]([C@@H]1O[H])O)O	omega_11176
C1(=C)C[C@H]([C@H]([C@@H]1N([H])[H])O)O	omega_11176
[C@H]1([C@H]([C@@H](O[C@@H]1CCCO)O[H])O)O	omega_59978
[C@H]1([C@H]([C@@H](O[C@@H]1CCCO)N([H])[H])O)O	omega_59978
C1(=C([C@H](OC1)O)O[H])[C@H](C(=O)O)C	omega_24724
C1(=C([C@H](OC1)O)N([H])[H])[C@H](C(=O)O)C	omega_24724
C=C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O[H])OC	omega_77762
C=C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)N([H])[H])OC	omega_77762
C1[C@@H]([C@@H](C[C@H](CO)O)O[C@H]1O[H])O	omega_73529
C1[C@@H]([C@@H](C[C@H](CO)O)O[C@H]1N([H])[H])O	omega_73529
C1[C@@H]([C@@H](C[C@@H](C)O)O[C@H]1O[H])O	omega_55789
C1[C@@H]([C@@H](C[C@@H](C)O)O[C@H]1N([H])[H])O	omega_55789
C1(=O)[C@H]([C@@H](O[C@@H]1C[C@@H](C)O)O[H])O	omega_73733
C1(=O)[C@H]([C@@H](O[C@@H]1C[C@@H](C)O)N([H])[H])O	omega_73733
[C@@H]1([C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)C)C	omega_33654
[C@@H]1([C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)C)C	omega_33654
C1[C@@H]([C@H]([C@H](O1)O)O[H])OC[C@H](C)O	omega_31885
C1[C@@H]([C@H]([C@H](O1)O)N([H])[H])OC[C@H](C)O	omega_31885
C(=O)[C@@H](C[C@@H]1C[C@H]([C@@H](O1)O[H])O)O	omega_65587
C(=O)[C@@H](C[C@@H]1C[C@H]([C@@H](O1)N([H])[H])O)O	omega_65587
C\1(=C\C(=O)O)/[C@H]([C@@H](O[C@H]1C)O[H])O	omega_30555
C\1(=C\C(=O)O)/[C@H]([C@@H](O[C@H]1C)N([H])[H])O	omega_30555
C(=O)([C@H]1[C@H]([C@H]([C@@H]([C@@H]1O)O)O[H])C)O	omega_68727
C(=O)([C@H]1[C@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])C)O	omega_68727
C(=O)([C@@H]1[C@@H]([C@H]([C@@H](O1)O[H])O)C)CO	omega_91735
C(=O)([C@@H]1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)C)CO	omega_91735
C=C[C@@]1([C@@H]([C@@H]([C@@H](C=O)O1)O)O)O[H]	omega_15500
C=C[C@@]1([C@@H]([C@@H]([C@@H](C=O)O1)O)O)N([H])[H]	omega_15500
C(=O)(CO[C@H]1C[C@H]([C@H](C1)O)O[H])O	omega_83039
C(=O)(CO[C@H]1C[C@H]([C@H](C1)O)N([H])[H])O	omega_83039
C1(=C([C@H](OC1)O)O[H])[C@H](COC)O	omega_57376
C1(=C([C@H](OC1)O)N([H])[H])[C@H](COC)O	omega_57376
C(=O)([C@@H]1[C@H]([C@H]([C@@H](O1)O[H])O)CO)C	omega_77150
C(=O)([C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])O)CO)C	omega_77150
C=C[C@]1([C@H]([C@H]([C@@H](O1)O[H])O)O)OC	omega_66471
C=C[C@]1([C@H]([C@H]([C@@H](O1)N([H])[H])O)O)OC	omega_66471
C(=O)[C@H]1[C@H]([C@H]([C@@H]([C@]1(C)O)O)O[H])O	omega_33785
C(=O)[C@H]1[C@H]([C@H]([C@@H]([C@]1(C)O)O)N([H])[H])O	omega_33785
C1=C([C@H]([C@H]([C@@H]1O)O)O[H])CC=O	omega_100754
C1=C([C@H]([C@H]([C@@H]1O)O)N([H])[H])CC=O	omega_100754
C(=O)CO[C@@H]1C[C@H]([C@@H]([C@H]1O)O[H])O	omega_102367
C(=O)CO[C@@H]1C[C@H]([C@@H]([C@H]1O)N([H])[H])O	omega_102367
C(=O)(C[C@@H]1C[C@H]([C@@H](OC1)O)O[H])O	omega_70100
C(=O)(C[C@@H]1C[C@H]([C@@H](OC1)O)N([H])[H])O	omega_70100
C(=O)([C@@H](CCOC)[C@H](CO)O)O[H]	omega_14677
C(=O)([C@@H](CCOC)[C@H](CO)O)N([H])[H]	omega_14677
C(=O)[C@@H]1[C@@]([C@H]([C@@H](O1)O[H])CO)(C)O	omega_30527
C(=O)[C@@H]1[C@@]([C@H]([C@@H](O1)N([H])[H])CO)(C)O	omega_30527
C(=C\[C@@H]1[C@@H]([C@@H]([C@@H](O1)O[H])O)O)/C=O	omega_73294
C(=C\[C@@H]1[C@@H]([C@@H]([C@@H](O1)N([H])[H])O)O)/C=O	omega_73294
C(=C\[C@@H]1[C@@H]([C@@H]([C@@H](O1)O[H])O)O)\C=O	omega_73310
C(=C\[C@@H]1[C@@H]([C@@H]([C@@H](O1)N([H])[H])O)O)\C=O	omega_73310
C\1(=C/CC(=O)O)/CO[C@@H]([C@@H]1O[H])O	omega_84782
C\1(=C/CC(=O)O)/CO[C@@H]([C@@H]1N([H])[H])O	omega_84782
C\1(=C/[C@@H](C)O)/CO[C@H]([C@@H]1O)O[H]	omega_75546
C\1(=C/[C@@H](C)O)/CO[C@H]([C@@H]1O)N([H])[H]	omega_75546
[C@@H]1([C@H]([C@@H](O[C@@H]1CCC)O[H])O)O	omega_45353
[C@@H]1([C@H]([C@@H](O[C@@H]1CCC)N([H])[H])O)O	omega_45353
C1(=O)[C@@H]([C@@](C)(CCO)O[C@H]1O[H])O	omega_26914
C1(=O)[C@@H]([C@@](C)(CCO)O[C@H]1N([H])[H])O	omega_26914
C1(=C([C@H](OC1)O)O[H])[C@H](CO)OC	omega_57988
C1(=C([C@H](OC1)O)N([H])[H])[C@H](CO)OC	omega_57988
C(=C\[C@]1(C[C@H](CO1)O)O[H])/C(=O)O	omega_92294
C(=C\[C@]1(C[C@H](CO1)O)N([H])[H])/C(=O)O	omega_92294
C1=C(C[C@H]([C@@H]1O[H])O)CC(=O)O	omega_97080
C1=C(C[C@H]([C@@H]1N([H])[H])O)CC(=O)O	omega_97080
C1(=C)C(=O)[C@H]([C@@H]([C@@H]1O)O)O[H]	omega_4639
C1(=C)C(=O)[C@H]([C@@H]([C@@H]1O)O)N([H])[H]	omega_4639
C(=C\CO)/[C@@]1(CO)OC[C@H](O1)O[H]	omega_80847
C(=C\CO)/[C@@]1(CO)OC[C@H](O1)N([H])[H]	omega_80847
C1(=C([C@H](OC1)O)O[H])[C@H](C=O)CO	omega_85514
C1(=C([C@H](OC1)O)N([H])[H])[C@H](C=O)CO	omega_85514
C(=O)CO[C@H]1C[C@H]([C@@H]([C@@H]1O[H])O)O	omega_102607
C(=O)CO[C@H]1C[C@H]([C@@H]([C@@H]1N([H])[H])O)O	omega_102607
C(=O)(CC[C@@H]1C[C@H]([C@@H](O1)O[H])O)O	omega_64839
C(=O)(CC[C@@H]1C[C@H]([C@@H](O1)N([H])[H])O)O	omega_64839
C(=O)(CC[C@H]1[C@@H](CO[C@H]1O[H])O)O	omega_64424
C(=O)(CC[C@H]1[C@@H](CO[C@H]1N([H])[H])O)O	omega_64424
C(=C\[C@@H]1[C@H]([C@H]([C@@H](O1)O)O)O[H])\C=O	omega_74350
C(=C\[C@@H]1[C@H]([C@H]([C@@H](O1)O)O)N([H])[H])\C=O	omega_74350
C1(=C)[C@H]([C@@H]([C@@H]([C@]1(C=O)O)O)O)O[H]	omega_32442
C1(=C)[C@H]([C@@H]([C@@H]([C@]1(C=O)O)O)O)N([H])[H]	omega_32442
[C@@H]1([C@H]([C@@H](O[C@@H]1C)O[H])O)CO	omega_36294
[C@@H]1([C@H]([C@@H](O[C@@H]1C)N([H])[H])O)CO	omega_36294
C(=O)C[C@H]1C[C@H]([C@H]([C@@H](O1)O[H])O)O	omega_53816
C(=O)C[C@H]1C[C@H]([C@H]([C@@H](O1)N([H])[H])O)O	omega_53816
C(=O)C[C@@H](CO)[C@H](C(=O)O[H])O	omega_30596
C(=O)C[C@@H](CO)[C@H](C(=O)N([H])[H])O	omega_30596
C1(=O)C[C@H]([C@H]([C@@H]([C@H](C)O1)O[H])O)O	omega_92988
C1(=O)C[C@H]([C@H]([C@@H]([C@H](C)O1)N([H])[H])O)O	omega_92988
C1(=O)[C@@H]([C@H]([C@H]([C@H]1O)O)O[H])CCO	omega_93695
C1(=O)[C@@H]([C@H]([C@H]([C@H]1O)O)N([H])[H])CCO	omega_93695
C1[C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)[C@H](C)O	omega_52256
C1[C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)[C@H](C)O	omega_52256
C1[C@@H]([C@@H](O[C@@H]1COCCO)O[H])O	omega_67281
C1[C@@H]([C@@H](O[C@@H]1COCCO)N([H])[H])O	omega_67281
C\1(=C/CCO)/CO[C@H]([C@@H]1O)O[H]	omega_96154
C\1(=C/CCO)/CO[C@H]([C@@H]1O)N([H])[H]	omega_96154
C1(=O)[C@H](C[C@H]([C@@H]([C@@H]1O)O)O[H])OC	omega_64354
C1(=O)[C@H](C[C@H]([C@@H]([C@@H]1O)O)N([H])[H])OC	omega_64354
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)C)O[H])O	omega_36046
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O)C)N([H])[H])O	omega_36046
[C@@H]1([C@H]([C@H](O[C@@H]1[C@@H](C)CO)O)O)O[H]	omega_22365
[C@@H]1([C@H]([C@H](O[C@@H]1[C@@H](C)CO)O)O)N([H])[H]	omega_22365
C\1(=C/CO)/CCO[C@H]([C@@H]1O)O[H]	omega_96082
C\1(=C/CO)/CCO[C@H]([C@@H]1O)N([H])[H]	omega_96082
C\1(=C/C(=O)O)/COC[C@H]([C@@H]1O)O[H]	omega_10574
C\1(=C/C(=O)O)/COC[C@H]([C@@H]1O)N([H])[H]	omega_10574
C(=O)(C[C@@H]1[C@H]([C@@H](O[C@H]1C)O[H])O)O	omega_85020
C(=O)(C[C@@H]1[C@H]([C@@H](O[C@H]1C)N([H])[H])O)O	omega_85020
C1[C@@H]([C@@H]([C@H](COC)O)O[C@H]1O[H])O	omega_8276
C1[C@@H]([C@@H]([C@H](COC)O)O[C@H]1N([H])[H])O	omega_8276
C1(=C([C@H]([C@H](C1)O)O)O[H])CCO	omega_8557
C1(=C([C@H]([C@H](C1)O)O)N([H])[H])CCO	omega_8557
C(=C\[C@@]1(CO[C@@H]([C@@H]1O)O)O[H])/C=O	omega_38236
C(=C\[C@@]1(CO[C@@H]([C@@H]1O)O)N([H])[H])/C=O	omega_38236
C(=O)[C@@]1(C[C@H]([C@H]([C@@H](O1)O[H])O)O)C	omega_36234
C(=O)[C@@]1(C[C@H]([C@H]([C@@H](O1)N([H])[H])O)O)C	omega_36234
C1[C@@H]([C@H]([C@@H](O1)O[H])CO)OCCO	omega_67188
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])CO)OCCO	omega_67188
[C@H]1([C@H]([C@H]([C@H]([C@@H]1O[H])O)O)C)C	omega_33665
[C@H]1([C@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)C)C	omega_33665
C(=O)[C@@H](C[C@H]1CO[C@H]([C@@H]1O)O[H])O	omega_53584
C(=O)[C@@H](C[C@H]1CO[C@H]([C@@H]1O)N([H])[H])O	omega_53584
C(=O)(CC[C@@H]1[C@H](CO[C@@H]1O)O[H])O	omega_70373
C(=O)(CC[C@@H]1[C@H](CO[C@@H]1O)N([H])[H])O	omega_70373
C(=O)([C@@H]1[C@H](C[C@@H](O1)O[H])O)[C@@H](C)O	omega_75795
C(=O)([C@@H]1[C@H](C[C@@H](O1)N([H])[H])O)[C@@H](C)O	omega_75795
C(=O)(C[C@H]1CO[C@@H]([C@@H]1O[H])CO)O	omega_1664
C(=O)(C[C@H]1CO[C@@H]([C@@H]1N([H])[H])CO)O	omega_1664
C(=C\CO)/[C@H]1[C@H]([C@@H]([C@H](O1)O)O)O[H]	omega_42458
C(=C\CO)/[C@H]1[C@H]([C@@H]([C@H](O1)O)O)N([H])[H]	omega_42458
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)O[H])COC)O)O	omega_97308
[C@@H]1([C@@H](O[C@@H]([C@@]1(C)N([H])[H])COC)O)O	omega_97308
C1(=O)C[C@H]([C@H]([C@@H](CO1)O[H])O)O	omega_23143
C1(=O)C[C@H]([C@H]([C@@H](CO1)N([H])[H])O)O	omega_23143
C1(=O)[C@H]([C@H]([C@H]([C@@H]1O[H])O)O)C	omega_12477
C1(=O)[C@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)C	omega_12477
C1(=O)[C@@H]([C@H](C[C@H](C)O)O[C@H]1O[H])O	omega_73710
C1(=O)[C@@H]([C@H](C[C@H](C)O)O[C@H]1N([H])[H])O	omega_73710
C(=O)C[C@]1(C[C@@H]([C@@H]([C@@H]1O[H])O)O)O	omega_43084
C(=O)C[C@]1(C[C@@H]([C@@H]([C@@H]1N([H])[H])O)O)O	omega_43084
C(=O)[C@]1(C[C@H]([C@@H]([C@@H]1O)O)O[H])OC	omega_61998
C(=O)[C@]1(C[C@H]([C@@H]([C@@H]1O)O)N([H])[H])OC	omega_61998
C(=O)([C@@H](CCCC(=O)O)O)O[H]	omega_31772
C(=O)([C@@H](CCCC(=O)O)O)N([H])[H]	omega_31772
C=C[C@@H]([C@@H]1[C@H]([C@H]([C@@H](O1)O[H])O)O)O	omega_49184
C=C[C@@H]([C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])O)O)O	omega_49184
C1(=C([C@H]([C@H](C1=O)O)O)O[H])COC	omega_19886
C1(=C([C@H]([C@H](C1=O)O)O)N([H])[H])COC	omega_19886
[C@@H]1([C@H]([C@@H](O[C@@H]1C)O[H])O)O	omega_2524
[C@@H]1([C@H]([C@@H](O[C@@H]1C)N([H])[H])O)O	omega_2524
C=C([C@H]([C@H](CO[H])O)O)OCC=O	omega_20626
C=C([C@H]([C@H](CN([H])[H])O)O)OCC=O	omega_20626
C1(=O)[C@H]([C@@H](O[C@@H]1CCCO)O[H])O	omega_41307
C1(=O)[C@H]([C@@H](O[C@@H]1CCCO)N([H])[H])O	omega_41307
[C@@H]1([C@@H]([C@H]([C@@H]([C@@H]1O)O)O[H])OC)C	omega_53911
[C@@H]1([C@@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])OC)C	omega_53911
C1[C@@H]([C@H]([C@@H](O1)O[H])O)C[C@H](C)O	omega_55678
C1[C@@H]([C@H]([C@@H](O1)N([H])[H])O)C[C@H](C)O	omega_55678
C1=C([C@H]([C@H]([C@@H]1O)O)O[H])CC(=O)O	omega_6574
C1=C([C@H]([C@H]([C@@H]1O)O)N([H])[H])CC(=O)O	omega_6574
C(=O)(CO[C@@H]1C[C@H](C[C@@H]1O[H])O)O	omega_82897
C(=O)(CO[C@@H]1C[C@H](C[C@@H]1N([H])[H])O)O	omega_82897
C(=O)CO[C@@H]1[C@H](C[C@@H]([C@@H]1O)O[H])O	omega_101842
C(=O)CO[C@@H]1[C@H](C[C@@H]([C@@H]1O)N([H])[H])O	omega_101842
C1(=C([C@H](CC1)O)O[H])CC(=O)O	omega_101595
C1(=C([C@H](CC1)O)N([H])[H])CC(=O)O	omega_101595
C(=O)C[C@H](C)[C@H]([C@H](C(=O)O[H])O)O	omega_3190
C(=O)C[C@H](C)[C@H]([C@H](C(=O)N([H])[H])O)O	omega_3190
C1[C@@H]([C@@H]([C@@H]([C@H]1O)OCOC)O)O[H]	omega_9182
C1[C@@H]([C@@H]([C@@H]([C@H]1O)OCOC)O)N([H])[H]	omega_9182
C=C(C=O)[C@@H]1[C@H]([C@H]([C@H](O1)O)O)O[H]	omega_26209
C=C(C=O)[C@@H]1[C@H]([C@H]([C@H](O1)O)O)N([H])[H]	omega_26209
[C@H]1([C@@H]([C@](C)(CC)O[C@H]1O[H])O)O	omega_50118
[C@H]1([C@@H]([C@](C)(CC)O[C@H]1N([H])[H])O)O	omega_50118
C1(=O)[C@@H]([C@@H]([C@@H](C[C@@H](C)O)O1)O[H])O	omega_73781
C1(=O)[C@@H]([C@@H]([C@@H](C[C@@H](C)O)O1)N([H])[H])O	omega_73781
C1(=C)[C@H]([C@@H]([C@@H]([C@H]1OC)O)O)O[H]	omega_72682
C1(=C)[C@H]([C@@H]([C@@H]([C@H]1OC)O)O)N([H])[H]	omega_72682
C(=C\[C@@H]1C[C@@H]([C@@H](O1)O[H])O)/C(=O)O	omega_87757
C(=C\[C@@H]1C[C@@H]([C@@H](O1)N([H])[H])O)/C(=O)O	omega_87757
C(=O)(C[C@@H]1[C@@](C[C@@H](O1)O[H])(C)O)O	omega_29826
C(=O)(C[C@@H]1[C@@](C[C@@H](O1)N([H])[H])(C)O)O	omega_29826
C\1(=C/[C@@H](C=O)O)/CO[C@H]([C@@H]1O)O[H]	omega_80683
C\1(=C/[C@@H](C=O)O)/CO[C@H]([C@@H]1O)N([H])[H]	omega_80683
C(=C(\C(=O)O[H])/[C@H](CO)O)/CO	omega_31757
C(=C(\C(=O)N([H])[H])/[C@H](CO)O)/CO	omega_31757
[C@@H]1([C@@H]([C@@H]([C@@]([C@@H]1O)(C)CO)O)O)O[H]	omega_87488
[C@@H]1([C@@H]([C@@H]([C@@]([C@@H]1O)(C)CO)O)O)N([H])[H]	omega_87488
C1[C@H]([C@@H](O[C@]1(CO)[C@H](C)O)O[H])O	omega_35339
C1[C@H]([C@@H](O[C@]1(CO)[C@H](C)O)N([H])[H])O	omega_35339
C1[C@H]([C@@](C)(O[C@@H]1OCCO)O[H])O	omega_97784
C1[C@H]([C@@](C)(O[C@@H]1OCCO)N([H])[H])O	omega_97784
C1(=O)[C@@H]([C@H]([C@H]([C@@H]1O[H])O)O)CO	omega_22244
C1(=O)[C@@H]([C@H]([C@H]([C@@H]1N([H])[H])O)O)CO	omega_22244
C(=C\[C@H]([C@H](C(=O)O[H])O)O)/CC=O	omega_85621
C(=C\[C@H]([C@H](C(=O)N([H])[H])O)O)/CC=O	omega_85621
C(=O)(C)[C@@H]([C@H]1CO[C@@H]([C@@H]1O[H])O)O	omega_75588
C(=O)(C)[C@@H]([C@H]1CO[C@@H]([C@@H]1N([H])[H])O)O	omega_75588
C\1(=C/C(=O)O)/C[C@H]([C@@H]([C@@H]1O[H])O)O	omega_6582
C\1(=C/C(=O)O)/C[C@H]([C@@H]([C@@H]1N([H])[H])O)O	omega_6582
C(=O)([C@H]([C@@H]1C[C@H]([C@@H](O1)O[H])O)C)O	omega_71786
C(=O)([C@H]([C@@H]1C[C@H]([C@@H](O1)N([H])[H])O)C)O	omega_71786
C1(=C([C@H](O[C@@H]1C)O)O[H])[C@H](C=O)O	omega_32352
C1(=C([C@H](O[C@@H]1C)O)N([H])[H])[C@H](C=O)O	omega_32352
C(=O)CO[C@@H]1C[C@H]([C@@H]([C@@H]1O)O[H])O	omega_102369
C(=O)CO[C@@H]1C[C@H]([C@@H]([C@@H]1O)N([H])[H])O	omega_102369
C(=O)C[C@@H]1[C@H]([C@H]([C@H](O1)O)CO)O[H]	omega_59613
C(=O)C[C@@H]1[C@H]([C@H]([C@H](O1)O)CO)N([H])[H]	omega_59613
C\1(=C/CO)/CO[C@@H]([C@]1(C)O[H])O	omega_58500
C\1(=C/CO)/CO[C@@H]([C@]1(C)N([H])[H])O	omega_58500
C1(=C([C@H](O[C@H]1C)O)O[H])CC(=O)O	omega_30553
C1(=C([C@H](O[C@H]1C)O)N([H])[H])CC(=O)O	omega_30553
C(=C\CO)\[C@@H]1[C@H]([C@H]([C@@H](O1)O[H])O)O	omega_41275
C(=C\CO)\[C@@H]1[C@H]([C@H]([C@@H](O1)N([H])[H])O)O	omega_41275
C1[C@H]([C@H]([C@@H]([C@@H]1O)O)O[H])OCC	omega_45022
C1[C@H]([C@H]([C@@H]([C@@H]1O)O)N([H])[H])OCC	omega_45022
C=C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O[H])CO	omega_77522
C=C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)N([H])[H])CO	omega_77522
[C@@H]1([C@H]([C@@H](O[C@]1(C)OC)O[H])O)CO	omega_91607
[C@@H]1([C@H]([C@@H](O[C@]1(C)OC)N([H])[H])O)CO	omega_91607
C1(=C([C@H](C(=O)C1)O)O[H])[C@H](C=O)O	omega_70406
